dataset,model_size,milestone,vocab_size,seed,task,acc
hybrid_3.7B,20m,500,50257,1,sentential_negation_npi_licensor_present,1.0
hybrid_3.7B,20m,500,50257,1,sentential_negation_npi_scope,0.405
hybrid_3.7B,20m,500,50257,1,sentential_subject_island,0.243
hybrid_3.7B,20m,500,50257,1,superlative_quantifiers_1,0.62
hybrid_3.7B,20m,500,50257,1,superlative_quantifiers_2,0.328
hybrid_3.7B,20m,500,50257,1,tough_vs_raising_1,0.532
hybrid_3.7B,20m,500,50257,1,tough_vs_raising_2,0.878
hybrid_3.7B,20m,500,50257,1,transitive,0.823
hybrid_3.7B,20m,500,50257,1,wh_island,0.803
hybrid_3.7B,20m,500,50257,1,wh_questions_object_gap,0.748
hybrid_3.7B,20m,500,50257,1,wh_questions_subject_gap,0.89
hybrid_3.7B,20m,500,50257,1,wh_questions_subject_gap_long_distance,0.865
hybrid_3.7B,20m,500,50257,1,wh_vs_that_no_gap,0.951
hybrid_3.7B,20m,500,50257,1,wh_vs_that_no_gap_long_distance,0.969
hybrid_3.7B,20m,500,50257,1,wh_vs_that_with_gap,0.519
hybrid_3.7B,20m,500,50257,1,wh_vs_that_with_gap_long_distance,0.227
hybrid_3.7B,20m,500,50257,2,adjunct_island,0.743
hybrid_3.7B,20m,500,50257,2,anaphor_gender_agreement,0.719
hybrid_3.7B,20m,500,50257,2,anaphor_number_agreement,0.894
hybrid_3.7B,20m,500,50257,2,animate_subject_passive,0.785
hybrid_3.7B,20m,500,50257,2,animate_subject_trans,0.87
hybrid_3.7B,20m,500,50257,2,causative,0.677
hybrid_3.7B,20m,500,50257,2,complex_np_island,0.427
hybrid_3.7B,20m,500,50257,2,coordinate_structure_constraint_complex_left_branch,0.372
hybrid_3.7B,20m,500,50257,2,coordinate_structure_constraint_object_extraction,0.79
hybrid_3.7B,20m,500,50257,2,determiner_noun_agreement_1,0.983
hybrid_3.7B,20m,500,50257,2,determiner_noun_agreement_2,0.984
hybrid_3.7B,20m,500,50257,2,determiner_noun_agreement_irregular_1,0.856
hybrid_3.7B,20m,500,50257,2,determiner_noun_agreement_irregular_2,0.951
hybrid_3.7B,20m,500,50257,2,determiner_noun_agreement_with_adj_2,0.937
hybrid_3.7B,20m,500,50257,2,determiner_noun_agreement_with_adj_irregular_1,0.822
hybrid_3.7B,20m,500,50257,2,determiner_noun_agreement_with_adj_irregular_2,0.886
hybrid_3.7B,20m,500,50257,2,determiner_noun_agreement_with_adjective_1,0.958
hybrid_3.7B,20m,500,50257,2,distractor_agreement_relational_noun,0.877
hybrid_3.7B,20m,500,50257,2,distractor_agreement_relative_clause,0.711
hybrid_3.7B,20m,500,50257,2,drop_argument,0.722
hybrid_3.7B,20m,500,50257,2,ellipsis_n_bar_1,0.68
hybrid_3.7B,20m,500,50257,2,ellipsis_n_bar_2,0.819
hybrid_3.7B,20m,500,50257,2,existential_there_object_raising,0.79
hybrid_3.7B,20m,500,50257,2,existential_there_quantifiers_1,0.955
hybrid_3.7B,20m,500,50257,2,existential_there_quantifiers_2,0.23
hybrid_3.7B,20m,500,50257,2,existential_there_subject_raising,0.876
hybrid_3.7B,20m,500,50257,2,expletive_it_object_raising,0.756
hybrid_3.7B,20m,500,50257,2,inchoative,0.53
hybrid_3.7B,20m,500,50257,2,intransitive,0.667
hybrid_3.7B,20m,500,50257,2,irregular_past_participle_adjectives,0.965
hybrid_3.7B,20m,500,50257,2,irregular_past_participle_verbs,0.909
hybrid_3.7B,20m,500,50257,2,irregular_plural_subject_verb_agreement_1,0.848
hybrid_3.7B,20m,500,50257,2,irregular_plural_subject_verb_agreement_2,0.92
hybrid_3.7B,20m,500,50257,2,left_branch_island_echo_question,0.41
hybrid_3.7B,20m,500,50257,2,left_branch_island_simple_question,0.407
hybrid_3.7B,20m,500,50257,2,matrix_question_npi_licensor_present,0.127
hybrid_3.7B,20m,500,50257,2,npi_present_1,0.415
hybrid_3.7B,20m,500,50257,2,npi_present_2,0.447
hybrid_3.7B,20m,500,50257,2,only_npi_licensor_present,0.731
hybrid_3.7B,20m,500,50257,2,only_npi_scope,0.442
hybrid_3.7B,20m,500,50257,2,passive_1,0.871
hybrid_3.7B,20m,500,50257,2,passive_2,0.87
hybrid_3.7B,20m,500,50257,2,principle_a_c_command,0.697
hybrid_3.7B,20m,500,50257,2,principle_a_case_1,1.0
hybrid_3.7B,20m,500,50257,2,principle_a_case_2,0.944
hybrid_3.7B,20m,500,50257,2,principle_a_domain_1,0.98
hybrid_3.7B,20m,500,50257,2,principle_a_domain_2,0.875
hybrid_3.7B,20m,500,50257,2,principle_a_domain_3,0.609
hybrid_3.7B,20m,500,50257,2,principle_a_reconstruction,0.466
hybrid_3.7B,20m,500,50257,2,regular_plural_subject_verb_agreement_1,0.891
hybrid_3.7B,20m,500,50257,2,regular_plural_subject_verb_agreement_2,0.901
hybrid_3.7B,20m,500,50257,2,sentential_negation_npi_licensor_present,0.999
hybrid_3.7B,20m,500,50257,2,sentential_negation_npi_scope,0.541
hybrid_3.7B,20m,500,50257,2,sentential_subject_island,0.398
hybrid_3.7B,20m,500,50257,2,superlative_quantifiers_1,0.649
hybrid_3.7B,20m,500,50257,2,superlative_quantifiers_2,0.867
hybrid_3.7B,20m,500,50257,2,tough_vs_raising_1,0.448
hybrid_3.7B,20m,500,50257,2,tough_vs_raising_2,0.878
hybrid_3.7B,20m,500,50257,2,transitive,0.84
hybrid_3.7B,20m,500,50257,2,wh_island,0.656
hybrid_3.7B,20m,500,50257,2,wh_questions_object_gap,0.704
hybrid_3.7B,20m,500,50257,2,wh_questions_subject_gap,0.9
hybrid_3.7B,20m,500,50257,2,wh_questions_subject_gap_long_distance,0.906
hybrid_3.7B,20m,500,50257,2,wh_vs_that_no_gap,0.943
hybrid_3.7B,20m,500,50257,2,wh_vs_that_no_gap_long_distance,0.978
hybrid_3.7B,20m,500,50257,2,wh_vs_that_with_gap,0.371
hybrid_3.7B,20m,500,50257,2,wh_vs_that_with_gap_long_distance,0.145
hybrid_3.7B,20m,750,50257,0,adjunct_island,0.802
hybrid_3.7B,20m,750,50257,0,anaphor_gender_agreement,0.831
hybrid_3.7B,20m,750,50257,0,anaphor_number_agreement,0.966
hybrid_3.7B,20m,750,50257,0,animate_subject_passive,0.742
hybrid_3.7B,20m,750,50257,0,animate_subject_trans,0.875
hybrid_3.7B,20m,750,50257,0,causative,0.7
hybrid_3.7B,20m,750,50257,0,complex_np_island,0.542
hybrid_3.7B,20m,750,50257,0,coordinate_structure_constraint_complex_left_branch,0.476
hybrid_3.7B,20m,750,50257,0,coordinate_structure_constraint_object_extraction,0.802
hybrid_3.7B,20m,750,50257,0,determiner_noun_agreement_1,0.969
hybrid_3.7B,20m,750,50257,0,determiner_noun_agreement_2,0.963
hybrid_3.7B,20m,750,50257,0,determiner_noun_agreement_irregular_1,0.867
hybrid_3.7B,20m,750,50257,0,determiner_noun_agreement_irregular_2,0.946
hybrid_3.7B,20m,750,50257,0,determiner_noun_agreement_with_adj_2,0.929
hybrid_3.7B,20m,750,50257,0,determiner_noun_agreement_with_adj_irregular_1,0.864
hybrid_3.7B,20m,750,50257,0,determiner_noun_agreement_with_adj_irregular_2,0.909
hybrid_3.7B,20m,750,50257,0,determiner_noun_agreement_with_adjective_1,0.943
hybrid_3.7B,20m,750,50257,0,distractor_agreement_relational_noun,0.738
hybrid_3.7B,20m,750,50257,0,distractor_agreement_relative_clause,0.482
hybrid_3.7B,20m,750,50257,0,drop_argument,0.751
hybrid_3.7B,20m,750,50257,0,ellipsis_n_bar_1,0.773
hybrid_3.7B,20m,750,50257,0,ellipsis_n_bar_2,0.794
hybrid_3.7B,20m,750,50257,0,existential_there_object_raising,0.764
hybrid_3.7B,20m,750,50257,0,existential_there_quantifiers_1,0.962
hybrid_3.7B,20m,750,50257,0,existential_there_quantifiers_2,0.289
hybrid_3.7B,20m,750,50257,0,existential_there_subject_raising,0.853
hybrid_3.7B,20m,750,50257,0,expletive_it_object_raising,0.741
hybrid_3.7B,20m,750,50257,0,inchoative,0.541
hybrid_3.7B,20m,750,50257,0,intransitive,0.745
hybrid_3.7B,20m,750,50257,0,irregular_past_participle_adjectives,0.949
hybrid_3.7B,20m,750,50257,0,irregular_past_participle_verbs,0.898
hybrid_3.7B,20m,750,50257,0,irregular_plural_subject_verb_agreement_1,0.856
hybrid_3.7B,20m,750,50257,0,irregular_plural_subject_verb_agreement_2,0.883
hybrid_3.7B,20m,750,50257,0,left_branch_island_echo_question,0.456
hybrid_3.7B,20m,750,50257,0,left_branch_island_simple_question,0.517
hybrid_3.7B,20m,750,50257,0,matrix_question_npi_licensor_present,0.165
hybrid_3.7B,20m,750,50257,0,npi_present_1,0.434
hybrid_3.7B,20m,750,50257,0,npi_present_2,0.413
hybrid_3.7B,20m,750,50257,0,only_npi_licensor_present,0.956
hybrid_3.7B,20m,750,50257,0,only_npi_scope,0.703
hybrid_3.7B,20m,750,50257,0,passive_1,0.885
hybrid_3.7B,20m,750,50257,0,passive_2,0.908
hybrid_3.7B,20m,750,50257,0,principle_a_c_command,0.582
hybrid_3.7B,20m,750,50257,0,principle_a_case_1,1.0
hybrid_3.7B,20m,750,50257,0,principle_a_case_2,0.953
hybrid_3.7B,20m,750,50257,0,principle_a_domain_1,0.989
hybrid_3.7B,20m,750,50257,0,principle_a_domain_2,0.867
hybrid_3.7B,20m,750,50257,0,principle_a_domain_3,0.653
hybrid_3.7B,20m,750,50257,0,principle_a_reconstruction,0.488
hybrid_3.7B,20m,750,50257,0,regular_plural_subject_verb_agreement_1,0.879
hybrid_3.7B,20m,750,50257,0,regular_plural_subject_verb_agreement_2,0.882
hybrid_3.7B,20m,750,50257,0,sentential_negation_npi_licensor_present,0.996
hybrid_3.7B,20m,750,50257,0,sentential_negation_npi_scope,0.46
hybrid_3.7B,20m,750,50257,0,sentential_subject_island,0.263
hybrid_3.7B,20m,750,50257,0,superlative_quantifiers_1,0.917
hybrid_3.7B,20m,750,50257,0,superlative_quantifiers_2,0.733
hybrid_3.7B,20m,750,50257,0,tough_vs_raising_1,0.514
hybrid_3.7B,20m,750,50257,0,tough_vs_raising_2,0.876
hybrid_3.7B,20m,750,50257,0,transitive,0.864
hybrid_3.7B,20m,750,50257,0,wh_island,0.727
hybrid_3.7B,20m,750,50257,0,wh_questions_object_gap,0.774
hybrid_3.7B,20m,750,50257,0,wh_questions_subject_gap,0.919
hybrid_3.7B,20m,750,50257,0,wh_questions_subject_gap_long_distance,0.931
hybrid_3.7B,20m,750,50257,0,wh_vs_that_no_gap,0.964
hybrid_3.7B,20m,750,50257,0,wh_vs_that_no_gap_long_distance,0.991
hybrid_3.7B,20m,750,50257,0,wh_vs_that_with_gap,0.511
hybrid_3.7B,20m,750,50257,0,wh_vs_that_with_gap_long_distance,0.124
hybrid_3.7B,20m,750,50257,1,adjunct_island,0.786
hybrid_3.7B,20m,750,50257,1,anaphor_gender_agreement,0.844
hybrid_3.7B,20m,750,50257,1,anaphor_number_agreement,0.978
hybrid_3.7B,20m,750,50257,1,animate_subject_passive,0.782
hybrid_3.7B,20m,750,50257,1,animate_subject_trans,0.877
hybrid_3.7B,20m,750,50257,1,causative,0.691
hybrid_3.7B,20m,750,50257,1,complex_np_island,0.549
hybrid_3.7B,20m,750,50257,1,coordinate_structure_constraint_complex_left_branch,0.456
hybrid_3.7B,20m,750,50257,1,coordinate_structure_constraint_object_extraction,0.822
hybrid_3.7B,20m,750,50257,1,determiner_noun_agreement_1,0.969
hybrid_3.7B,20m,750,50257,1,determiner_noun_agreement_2,0.966
hybrid_3.7B,20m,750,50257,1,determiner_noun_agreement_irregular_1,0.875
hybrid_3.7B,20m,750,50257,1,determiner_noun_agreement_irregular_2,0.932
hybrid_3.7B,20m,750,50257,1,determiner_noun_agreement_with_adj_2,0.914
hybrid_3.7B,20m,750,50257,1,determiner_noun_agreement_with_adj_irregular_1,0.847
hybrid_3.7B,20m,750,50257,1,determiner_noun_agreement_with_adj_irregular_2,0.884
hybrid_3.7B,20m,750,50257,1,determiner_noun_agreement_with_adjective_1,0.931
hybrid_3.7B,20m,750,50257,1,distractor_agreement_relational_noun,0.744
hybrid_3.7B,20m,750,50257,1,distractor_agreement_relative_clause,0.547
hybrid_3.7B,20m,750,50257,1,drop_argument,0.776
hybrid_3.7B,20m,750,50257,1,ellipsis_n_bar_1,0.787
hybrid_3.7B,20m,750,50257,1,ellipsis_n_bar_2,0.779
hybrid_3.7B,20m,750,50257,1,existential_there_object_raising,0.78
hybrid_3.7B,20m,750,50257,1,existential_there_quantifiers_1,0.978
hybrid_3.7B,20m,750,50257,1,existential_there_quantifiers_2,0.115
hybrid_3.7B,20m,750,50257,1,existential_there_subject_raising,0.875
hybrid_3.7B,20m,750,50257,1,expletive_it_object_raising,0.725
hybrid_3.7B,20m,750,50257,1,inchoative,0.563
hybrid_3.7B,20m,750,50257,1,intransitive,0.775
hybrid_3.7B,20m,750,50257,1,irregular_past_participle_adjectives,0.97
hybrid_3.7B,20m,750,50257,1,irregular_past_participle_verbs,0.883
hybrid_3.7B,20m,750,50257,1,irregular_plural_subject_verb_agreement_1,0.89
hybrid_3.7B,20m,750,50257,1,irregular_plural_subject_verb_agreement_2,0.906
hybrid_3.7B,20m,750,50257,1,left_branch_island_echo_question,0.532
hybrid_3.7B,20m,750,50257,1,left_branch_island_simple_question,0.502
hybrid_3.7B,20m,750,50257,1,matrix_question_npi_licensor_present,0.166
hybrid_3.7B,20m,750,50257,1,npi_present_1,0.468
hybrid_3.7B,20m,750,50257,1,npi_present_2,0.406
hybrid_3.7B,20m,750,50257,1,only_npi_licensor_present,0.996
hybrid_3.7B,20m,750,50257,1,only_npi_scope,0.635
hybrid_3.7B,20m,750,50257,1,passive_1,0.892
hybrid_3.7B,20m,750,50257,1,passive_2,0.91
hybrid_3.7B,20m,750,50257,1,principle_a_c_command,0.611
hybrid_3.7B,20m,750,50257,1,principle_a_case_1,1.0
hybrid_3.7B,20m,750,50257,1,principle_a_case_2,0.935
hybrid_3.7B,20m,750,50257,1,principle_a_domain_1,0.987
hybrid_3.7B,20m,750,50257,1,principle_a_domain_2,0.852
hybrid_3.7B,20m,750,50257,1,principle_a_domain_3,0.622
hybrid_3.7B,20m,750,50257,1,principle_a_reconstruction,0.35
hybrid_3.7B,20m,750,50257,1,regular_plural_subject_verb_agreement_1,0.923
hybrid_3.7B,20m,750,50257,1,regular_plural_subject_verb_agreement_2,0.915
hybrid_3.7B,20m,750,50257,1,sentential_negation_npi_licensor_present,0.998
hybrid_3.7B,20m,750,50257,1,sentential_negation_npi_scope,0.577
hybrid_3.7B,20m,750,50257,1,sentential_subject_island,0.202
hybrid_3.7B,20m,750,50257,1,superlative_quantifiers_1,0.645
hybrid_3.7B,20m,750,50257,1,superlative_quantifiers_2,0.342
hybrid_3.7B,20m,750,50257,1,tough_vs_raising_1,0.522
hybrid_3.7B,20m,750,50257,1,tough_vs_raising_2,0.861
hybrid_3.7B,20m,750,50257,1,transitive,0.856
hybrid_3.7B,20m,750,50257,1,wh_island,0.737
hybrid_3.7B,20m,750,50257,1,wh_questions_object_gap,0.804
hybrid_3.7B,20m,750,50257,1,wh_questions_subject_gap,0.912
hybrid_3.7B,20m,750,50257,1,wh_questions_subject_gap_long_distance,0.906
hybrid_3.7B,20m,750,50257,1,wh_vs_that_no_gap,0.972
hybrid_3.7B,20m,750,50257,1,wh_vs_that_no_gap_long_distance,0.985
hybrid_3.7B,20m,750,50257,1,wh_vs_that_with_gap,0.484
hybrid_3.7B,20m,750,50257,1,wh_vs_that_with_gap_long_distance,0.192
hybrid_3.7B,20m,750,50257,2,adjunct_island,0.789
hybrid_3.7B,20m,750,50257,2,anaphor_gender_agreement,0.714
hybrid_3.7B,20m,750,50257,2,anaphor_number_agreement,0.92
hybrid_3.7B,20m,750,50257,2,animate_subject_passive,0.785
hybrid_3.7B,20m,750,50257,2,animate_subject_trans,0.864
hybrid_3.7B,20m,750,50257,2,causative,0.674
hybrid_3.7B,20m,750,50257,2,complex_np_island,0.42
hybrid_3.7B,20m,750,50257,2,coordinate_structure_constraint_complex_left_branch,0.456
hybrid_3.7B,20m,750,50257,2,coordinate_structure_constraint_object_extraction,0.794
hybrid_3.7B,20m,750,50257,2,determiner_noun_agreement_1,0.976
hybrid_3.7B,20m,750,50257,2,determiner_noun_agreement_2,0.977
hybrid_3.7B,20m,750,50257,2,determiner_noun_agreement_irregular_1,0.887
hybrid_3.7B,20m,750,50257,2,determiner_noun_agreement_irregular_2,0.947
hybrid_3.7B,20m,750,50257,2,determiner_noun_agreement_with_adj_2,0.937
hybrid_3.7B,20m,750,50257,2,determiner_noun_agreement_with_adj_irregular_1,0.837
hybrid_3.7B,20m,750,50257,2,determiner_noun_agreement_with_adj_irregular_2,0.876
hybrid_3.7B,20m,750,50257,2,determiner_noun_agreement_with_adjective_1,0.952
hybrid_3.7B,20m,750,50257,2,distractor_agreement_relational_noun,0.823
hybrid_3.7B,20m,750,50257,2,distractor_agreement_relative_clause,0.63
hybrid_3.7B,20m,750,50257,2,drop_argument,0.72
hybrid_3.7B,20m,750,50257,2,ellipsis_n_bar_1,0.762
hybrid_3.7B,20m,750,50257,2,ellipsis_n_bar_2,0.805
hybrid_3.7B,20m,750,50257,2,existential_there_object_raising,0.769
hybrid_3.7B,20m,750,50257,2,existential_there_quantifiers_1,0.952
hybrid_3.7B,20m,750,50257,2,existential_there_quantifiers_2,0.209
hybrid_3.7B,20m,750,50257,2,existential_there_subject_raising,0.834
hybrid_3.7B,20m,750,50257,2,expletive_it_object_raising,0.747
hybrid_3.7B,20m,750,50257,2,inchoative,0.518
hybrid_3.7B,20m,750,50257,2,intransitive,0.669
hybrid_3.7B,20m,750,50257,2,irregular_past_participle_adjectives,0.98
hybrid_3.7B,20m,750,50257,2,irregular_past_participle_verbs,0.883
hybrid_3.7B,20m,750,50257,2,irregular_plural_subject_verb_agreement_1,0.843
hybrid_3.7B,20m,750,50257,2,irregular_plural_subject_verb_agreement_2,0.897
hybrid_3.7B,20m,750,50257,2,left_branch_island_echo_question,0.458
hybrid_3.7B,20m,750,50257,2,left_branch_island_simple_question,0.401
hybrid_3.7B,20m,750,50257,2,matrix_question_npi_licensor_present,0.093
hybrid_3.7B,20m,750,50257,2,npi_present_1,0.425
hybrid_3.7B,20m,750,50257,2,npi_present_2,0.446
hybrid_3.7B,20m,750,50257,2,only_npi_licensor_present,0.747
hybrid_3.7B,20m,750,50257,2,only_npi_scope,0.584
hybrid_3.7B,20m,750,50257,2,passive_1,0.876
hybrid_3.7B,20m,750,50257,2,passive_2,0.894
hybrid_3.7B,20m,750,50257,2,principle_a_c_command,0.612
hybrid_3.7B,20m,750,50257,2,principle_a_case_1,1.0
hybrid_3.7B,20m,750,50257,2,principle_a_case_2,0.928
hybrid_3.7B,20m,750,50257,2,principle_a_domain_1,0.985
hybrid_3.7B,20m,750,50257,2,principle_a_domain_2,0.882
hybrid_3.7B,20m,750,50257,2,principle_a_domain_3,0.584
hybrid_3.7B,20m,750,50257,2,principle_a_reconstruction,0.37
hybrid_3.7B,20m,750,50257,2,regular_plural_subject_verb_agreement_1,0.907
hybrid_3.7B,20m,750,50257,2,regular_plural_subject_verb_agreement_2,0.919
hybrid_3.7B,20m,750,50257,2,sentential_negation_npi_licensor_present,0.999
hybrid_3.7B,20m,750,50257,2,sentential_negation_npi_scope,0.643
hybrid_3.7B,20m,750,50257,2,sentential_subject_island,0.31
hybrid_3.7B,20m,750,50257,2,superlative_quantifiers_1,0.681
hybrid_3.7B,20m,750,50257,2,superlative_quantifiers_2,0.49
hybrid_3.7B,20m,750,50257,2,tough_vs_raising_1,0.502
hybrid_3.7B,20m,750,50257,2,tough_vs_raising_2,0.864
hybrid_3.7B,20m,750,50257,2,transitive,0.851
hybrid_3.7B,20m,750,50257,2,wh_island,0.76
hybrid_3.7B,20m,750,50257,2,wh_questions_object_gap,0.779
hybrid_3.7B,20m,750,50257,2,wh_questions_subject_gap,0.922
hybrid_3.7B,20m,750,50257,2,wh_questions_subject_gap_long_distance,0.913
hybrid_3.7B,20m,750,50257,2,wh_vs_that_no_gap,0.966
hybrid_3.7B,20m,750,50257,2,wh_vs_that_no_gap_long_distance,0.989
hybrid_3.7B,20m,750,50257,2,wh_vs_that_with_gap,0.387
hybrid_3.7B,20m,750,50257,2,wh_vs_that_with_gap_long_distance,0.112
hybrid_3.7B,20m,1000,50257,0,adjunct_island,0.804
hybrid_3.7B,20m,1000,50257,0,anaphor_gender_agreement,0.83
hybrid_3.7B,20m,1000,50257,0,anaphor_number_agreement,0.971
hybrid_3.7B,20m,1000,50257,0,animate_subject_passive,0.728
hybrid_3.7B,20m,1000,50257,0,animate_subject_trans,0.901
hybrid_3.7B,20m,1000,50257,0,causative,0.695
hybrid_3.7B,20m,1000,50257,0,complex_np_island,0.455
hybrid_3.7B,20m,1000,50257,0,coordinate_structure_constraint_complex_left_branch,0.432
hybrid_3.7B,20m,1000,50257,0,coordinate_structure_constraint_object_extraction,0.722
hybrid_3.7B,20m,1000,50257,0,determiner_noun_agreement_1,0.979
hybrid_3.7B,20m,1000,50257,0,determiner_noun_agreement_2,0.97
hybrid_3.7B,20m,1000,50257,0,determiner_noun_agreement_irregular_1,0.865
hybrid_3.7B,20m,1000,50257,0,determiner_noun_agreement_irregular_2,0.944
hybrid_3.7B,20m,1000,50257,0,determiner_noun_agreement_with_adj_2,0.938
hybrid_3.7B,20m,1000,50257,0,determiner_noun_agreement_with_adj_irregular_1,0.833
hybrid_3.7B,20m,1000,50257,0,determiner_noun_agreement_with_adj_irregular_2,0.896
hybrid_3.7B,20m,1000,50257,0,determiner_noun_agreement_with_adjective_1,0.95
hybrid_3.7B,20m,1000,50257,0,distractor_agreement_relational_noun,0.722
hybrid_3.7B,20m,1000,50257,0,distractor_agreement_relative_clause,0.475
hybrid_3.7B,20m,1000,50257,0,drop_argument,0.778
hybrid_3.7B,20m,1000,50257,0,ellipsis_n_bar_1,0.798
hybrid_3.7B,20m,1000,50257,0,ellipsis_n_bar_2,0.769
hybrid_3.7B,20m,1000,50257,0,existential_there_object_raising,0.774
hybrid_3.7B,20m,1000,50257,0,existential_there_quantifiers_1,0.945
hybrid_3.7B,20m,1000,50257,0,existential_there_quantifiers_2,0.477
hybrid_3.7B,20m,1000,50257,0,existential_there_subject_raising,0.869
hybrid_3.7B,20m,1000,50257,0,expletive_it_object_raising,0.745
hybrid_3.7B,20m,1000,50257,0,inchoative,0.578
hybrid_3.7B,20m,1000,50257,0,intransitive,0.753
hybrid_3.7B,20m,1000,50257,0,irregular_past_participle_adjectives,0.975
hybrid_3.7B,20m,1000,50257,0,irregular_past_participle_verbs,0.866
hybrid_3.7B,20m,1000,50257,0,irregular_plural_subject_verb_agreement_1,0.846
hybrid_3.7B,20m,1000,50257,0,irregular_plural_subject_verb_agreement_2,0.882
hybrid_3.7B,20m,1000,50257,0,left_branch_island_echo_question,0.56
hybrid_3.7B,20m,1000,50257,0,left_branch_island_simple_question,0.444
hybrid_3.7B,20m,1000,50257,0,matrix_question_npi_licensor_present,0.12
hybrid_3.7B,20m,1000,50257,0,npi_present_1,0.442
hybrid_3.7B,20m,1000,50257,0,npi_present_2,0.477
hybrid_3.7B,20m,1000,50257,0,only_npi_licensor_present,0.273
hybrid_3.7B,20m,1000,50257,0,only_npi_scope,0.166
hybrid_3.7B,20m,1000,50257,0,passive_1,0.876
hybrid_3.7B,20m,1000,50257,0,passive_2,0.89
hybrid_3.7B,20m,1000,50257,0,principle_a_c_command,0.541
hybrid_3.7B,20m,1000,50257,0,principle_a_case_1,1.0
hybrid_3.7B,20m,1000,50257,0,principle_a_case_2,0.927
hybrid_3.7B,20m,1000,50257,0,principle_a_domain_1,0.984
hybrid_3.7B,20m,1000,50257,0,principle_a_domain_2,0.918
hybrid_3.7B,20m,1000,50257,0,principle_a_domain_3,0.695
hybrid_3.7B,20m,1000,50257,0,principle_a_reconstruction,0.406
hybrid_3.7B,20m,1000,50257,0,regular_plural_subject_verb_agreement_1,0.901
hybrid_3.7B,20m,1000,50257,0,regular_plural_subject_verb_agreement_2,0.862
hybrid_3.7B,20m,1000,50257,0,sentential_negation_npi_licensor_present,0.987
hybrid_3.7B,20m,1000,50257,0,sentential_negation_npi_scope,0.497
hybrid_3.7B,20m,1000,50257,0,sentential_subject_island,0.269
hybrid_3.7B,20m,1000,50257,0,superlative_quantifiers_1,0.671
hybrid_3.7B,20m,1000,50257,0,superlative_quantifiers_2,0.618
hybrid_3.7B,20m,1000,50257,0,tough_vs_raising_1,0.55
hybrid_3.7B,20m,1000,50257,0,tough_vs_raising_2,0.859
hybrid_3.7B,20m,1000,50257,0,transitive,0.871
hybrid_3.7B,20m,1000,50257,0,wh_island,0.716
hybrid_3.7B,20m,1000,50257,0,wh_questions_object_gap,0.729
hybrid_3.7B,20m,1000,50257,0,wh_questions_subject_gap,0.917
hybrid_3.7B,20m,1000,50257,0,wh_questions_subject_gap_long_distance,0.905
hybrid_3.7B,20m,1000,50257,0,wh_vs_that_no_gap,0.968
hybrid_3.7B,20m,1000,50257,0,wh_vs_that_no_gap_long_distance,0.985
hybrid_3.7B,20m,1000,50257,0,wh_vs_that_with_gap,0.491
hybrid_3.7B,20m,1000,50257,0,wh_vs_that_with_gap_long_distance,0.146
hybrid_3.7B,20m,1000,50257,1,adjunct_island,0.848
hybrid_3.7B,20m,1000,50257,1,anaphor_gender_agreement,0.914
hybrid_3.7B,20m,1000,50257,1,anaphor_number_agreement,0.974
hybrid_3.7B,20m,1000,50257,1,animate_subject_passive,0.731
hybrid_3.7B,20m,1000,50257,1,animate_subject_trans,0.855
hybrid_3.7B,20m,1000,50257,1,causative,0.685
hybrid_3.7B,20m,1000,50257,1,complex_np_island,0.637
hybrid_3.7B,20m,1000,50257,1,coordinate_structure_constraint_complex_left_branch,0.486
hybrid_3.7B,20m,1000,50257,1,coordinate_structure_constraint_object_extraction,0.764
hybrid_3.7B,20m,1000,50257,1,determiner_noun_agreement_1,0.974
hybrid_3.7B,20m,1000,50257,1,determiner_noun_agreement_2,0.965
hybrid_3.7B,20m,1000,50257,1,determiner_noun_agreement_irregular_1,0.852
hybrid_3.7B,20m,1000,50257,1,determiner_noun_agreement_irregular_2,0.919
hybrid_3.7B,20m,1000,50257,1,determiner_noun_agreement_with_adj_2,0.941
hybrid_3.7B,20m,1000,50257,1,determiner_noun_agreement_with_adj_irregular_1,0.821
hybrid_3.7B,20m,1000,50257,1,determiner_noun_agreement_with_adj_irregular_2,0.877
hybrid_3.7B,20m,1000,50257,1,determiner_noun_agreement_with_adjective_1,0.949
hybrid_3.7B,20m,1000,50257,1,distractor_agreement_relational_noun,0.828
hybrid_3.7B,20m,1000,50257,1,distractor_agreement_relative_clause,0.614
hybrid_3.7B,20m,1000,50257,1,drop_argument,0.777
hybrid_3.7B,20m,1000,50257,1,ellipsis_n_bar_1,0.787
hybrid_3.7B,20m,1000,50257,1,ellipsis_n_bar_2,0.774
hybrid_3.7B,20m,1000,50257,1,existential_there_object_raising,0.767
hybrid_3.7B,20m,1000,50257,1,existential_there_quantifiers_1,0.964
hybrid_3.7B,20m,1000,50257,1,existential_there_quantifiers_2,0.195
hybrid_3.7B,20m,1000,50257,1,existential_there_subject_raising,0.871
hybrid_3.7B,20m,1000,50257,1,expletive_it_object_raising,0.721
hybrid_3.7B,20m,1000,50257,1,inchoative,0.607
hybrid_3.7B,20m,1000,50257,1,intransitive,0.795
hybrid_3.7B,20m,1000,50257,1,irregular_past_participle_adjectives,0.992
hybrid_3.7B,20m,1000,50257,1,irregular_past_participle_verbs,0.835
hybrid_3.7B,20m,1000,50257,1,irregular_plural_subject_verb_agreement_1,0.885
